Date,Open,High,Low,Close,Adj Close,Volume
2016-12-09,122.809998,123.150002,122.610001,122.980003,111.844864,291800
2016-12-12,121.800003,122.449997,121.389999,121.860001,110.826271,247500
2016-12-13,122.220001,123.180000,122.169998,123.070000,111.926712,201900
2016-12-14,121.949997,122.449997,120.980003,121.059998,110.098701,161200
2016-12-15,121.919998,122.209999,121.699997,121.980003,110.935410,211100
2016-12-16,120.870003,121.449997,120.709999,121.000000,110.044136,203800
2016-12-19,121.320000,122.230003,121.239998,121.839996,110.808083,171900
2016-12-20,121.360001,122.059998,121.250000,121.669998,110.653473,257800
2016-12-21,121.349998,121.440002,121.000000,121.110001,110.144180,87400
2016-12-22,120.699997,120.900002,120.470001,120.660004,109.734917,104700
2016-12-23,120.779999,121.110001,120.779999,120.900002,109.953194,101900
2016-12-27,119.459999,119.959999,119.040001,119.389999,108.579918,234500
2016-12-28,118.959999,119.220001,118.400002,118.419998,107.697739,105600
2016-12-29,117.290001,117.629997,116.779999,117.040001,106.442688,181700
2016-12-30,117.769997,117.910004,116.820000,117.199997,106.588196,153400
2017-01-03,118.169998,118.669998,117.830002,118.550003,107.815971,204000
2017-01-04,120.269997,121.290001,120.139999,121.190002,110.216927,250600
2017-01-05,121.190002,121.389999,120.320000,120.440002,109.534843,525900
2017-01-06,119.839996,120.230003,119.410004,120.129997,109.252914,171600
2017-01-09,119.480003,119.959999,119.470001,119.739998,108.898224,135800
2017-01-10,119.089996,120.059998,118.790001,119.760002,108.916412,214400
2017-01-11,119.089996,119.910004,119.089996,119.910004,109.052834,192000
2017-01-12,119.639999,119.940002,118.360001,119.639999,108.807274,218700
2017-01-13,119.820000,119.900002,119.519997,119.809998,108.961876,112900
2017-01-17,118.849998,118.959999,118.169998,118.410004,107.688652,190600
2017-01-18,118.709999,118.989998,118.519997,118.790001,108.034233,138500
2017-01-19,119.559998,119.949997,118.900002,119.309998,108.507156,106800
2017-01-20,119.120003,119.389999,118.660004,118.919998,108.152481,122600
2017-01-23,118.449997,118.449997,117.750000,118.290001,107.579521,140500
2017-01-24,116.910004,117.919998,116.690002,117.639999,106.988365,304200
2017-01-25,118.620003,119.290001,118.519997,119.059998,108.279785,233200
2017-01-26,119.430000,119.989998,118.959999,118.980003,108.207047,182400
2017-01-27,117.089996,117.089996,116.500000,116.690002,106.124382,196700
2017-01-30,116.360001,116.580002,115.550003,116.070000,105.560516,159200
2017-01-31,116.209999,116.370003,115.070000,115.750000,105.269493,324600
2017-02-01,115.839996,116.150002,115.040001,115.260002,104.823868,323500
2017-02-02,114.699997,114.760002,113.970001,114.529999,104.159958,248300
2017-02-03,114.699997,115.459999,114.690002,115.120003,104.696548,187500
2017-02-06,114.199997,114.480003,112.750000,113.309998,103.050415,437900
2017-02-07,113.500000,113.519997,112.730003,113.040001,102.804878,344400
2017-02-08,113.339996,113.410004,112.870003,113.269997,103.014046,251400
2017-02-09,111.809998,111.989998,111.120003,111.919998,101.786278,445300
2017-02-10,112.550003,113.150002,112.500000,112.889999,102.668449,376900
2017-02-13,114.070000,114.500000,113.889999,114.129997,103.796173,414100
2017-02-14,114.339996,114.489998,113.760002,114.470001,104.105385,234200
2017-02-15,113.720001,113.720001,113.320000,113.610001,103.323265,189000
2017-02-16,113.199997,113.610001,113.089996,113.349998,103.086800,196100
2017-02-17,112.489998,113.699997,112.339996,113.699997,103.405113,240400
2017-02-21,114.080002,114.589996,113.820000,114.300003,103.950790,268800
2017-02-22,114.209999,114.449997,114.070000,114.400002,104.041718,187100
2017-02-23,114.680000,114.889999,114.379997,114.589996,104.214523,181600
2017-02-24,113.900002,114.029999,113.489998,113.769997,103.468773,179600
2017-02-27,113.709999,114.269997,113.669998,114.239998,103.896210,180600
2017-02-28,113.599998,113.650002,112.989998,113.150002,102.904915,196000
2017-03-01,114.820000,114.980003,114.510002,114.739998,104.350952,240400
2017-03-02,113.589996,113.889999,113.160004,113.389999,103.123184,252700
2017-03-03,113.269997,113.540001,113.070000,113.339996,103.077698,123800
2017-03-06,113.139999,113.139999,112.750000,112.910004,102.686646,162000
2017-03-07,112.690002,113.050003,112.500000,112.650002,102.450188,171600
2017-03-08,112.550003,112.589996,111.760002,111.800003,101.677147,178400
2017-03-09,112.110001,112.410004,111.879997,112.190002,102.031837,150500
2017-03-10,112.839996,112.980003,112.400002,112.660004,102.459282,286900
2017-03-13,113.370003,113.820000,113.330002,113.400002,103.132278,233500
2017-03-14,112.480003,112.599998,112.010002,112.089996,101.940887,130600
2017-03-15,112.629997,113.500000,112.540001,113.239998,102.986755,170500
2017-03-16,113.709999,113.959999,113.169998,113.239998,102.986755,109400
2017-03-17,112.639999,112.739998,112.070000,112.209999,102.050018,480500
2017-03-20,112.260002,112.599998,111.940002,112.000000,101.859039,186600
2017-03-21,112.690002,112.860001,111.120003,111.389999,101.304260,383100
2017-03-22,110.889999,111.000000,110.120003,110.830002,100.794975,279300
2017-03-23,110.550003,111.089996,110.320000,110.510002,100.503944,159900
2017-03-24,111.110001,111.620003,110.919998,111.360001,101.276985,161700
2017-03-27,111.029999,111.959999,110.760002,111.730003,101.613495,211700
2017-03-28,111.900002,112.589996,111.790001,112.410004,102.231911,205400
2017-03-29,110.260002,110.339996,110.110001,110.250000,102.052795,390400
2017-03-30,110.000000,110.300003,109.889999,110.059998,101.876923,202800
2017-03-31,108.930000,108.930000,108.410004,108.620003,100.543999,310000
2017-04-03,108.620003,108.800003,107.910004,108.519997,100.451424,258500
2017-04-04,108.059998,108.349998,107.870003,108.010002,99.979347,336400
2017-04-05,107.029999,107.029999,106.059998,106.139999,98.248383,533500
2017-04-06,105.680000,105.889999,105.339996,105.500000,97.655968,392200
2017-04-07,105.760002,106.099998,105.620003,105.910004,98.035492,233700
